Nombre,Enlace,Categoria,CantidadArticulos
Innovation in Language Learning and Teaching,http://www.informaworld.com/smpp/title~content=t794297795~db=all,Q1,74
Political Theory,https://journals.sagepub.com/home/ptx,Q1,100
Ratio,http://www.wiley.com/bw/journal.asp?ref=0034-0006,Q1,96
Journal of Creative Behavior,http://www.creativeeducationfoundation.org/?page_id=47,Q1,124
Utilitas,https://www.scimagojr.com/journalsearch.php?q=19900191624&tip=sid&clean=0,Q1,71
Europe-Asia Studies,https://www.tandfonline.com/loi/ceas20,Q1,223
Philosophical Psychology,http://www.informaworld.com/smpp/title~content=t713441835~db=all,Q1,215
Thought,https://onlinelibrary.wiley.com/journal/21612234,Q1,99
European Journal of Archaeology,http://eja.sagepub.com/,Q1,91
Journal of Language and Social Psychology,http://jls.sagepub.com/,Q1,99
Journal of English as a Lingua Franca,https://www.degruyter.com/view/j/jelf,Q1,46
CoDesign,https://www.tandfonline.com/loi/ncdn20,Q1,71
Cambridge Archaeological Journal,http://journals.cambridge.org/action/displayJournal?jid=CAJ,Q1,102
"Journal of Management, Spirituality and Religion",https://www.tandfonline.com/loi/rmsr20,Q1,71
Phenomenology and the Cognitive Sciences,http://www.springer.com/philosophy/phenomenology/journal/11097,Q1,139
Australian Archaeology,https://www.scimagojr.com/journalsearch.php?q=16000154793&tip=sid&clean=0,Q1,69
International Journal of Heritage Studies,https://www.tandfonline.com/toc/rjhs20/current,Q1,205
Linguistic Review,http://www.degruyter.de/journals/tlr/detailEn.cfm,Q1,63
Britannia,https://www.scimagojr.com/journalsearch.php?q=57255&tip=sid&clean=0,Q1,5
International Journal of Speech-Language Pathology,https://www.tandfonline.com/loi/iasl20,Q1,199
World Archaeology,http://www.informaworld.com/smpp/title~content=t713699333~db=all,Q1,154
Accounting History,https://journals.sagepub.com/home/ach,Q1,83
Journal of Intercultural Studies,https://www.tandfonline.com/loi/cjis20,Q1,138
Journal of Consciousness Studies,http://www.imprint.co.uk/jcs.html,Q1,223
American Journal of Archaeology,https://www.scimagojr.com/journalsearch.php?q=16200154714&tip=sid&clean=0,Q1,57
Language and Communication,https://www.journals.elsevier.com/language-and-communication,Q1,160
Business History,http://www.informaworld.com/smpp/title~content=t713634500~db=all,Q1,208
European Journal for Philosophy of Science,https://www.springer.com/journal/13194/,Q1,102
English Today,https://www.scimagojr.com/journalsearch.php?q=5800207550&tip=sid&clean=0,Q1,121
Virtual Archaeology Review,https://polipapers.upv.es/index.php/var,Q1,39
"Archaeology, Ethnology and Anthropology of Eurasia",http://www.elsevier.com/wps/find/journaldescription.cws_home/714382/description#description,Q1,141
Journal on Computing and Cultural Heritage,https://www.scimagojr.com/journalsearch.php?q=19400157014&tip=sid&clean=0,Q1,63
Environmental Archaeology,http://maney.co.uk/index.php/journals/env/,Q1,128
Journal of Philosophy of Education,https://onlinelibrary.wiley.com/journal/14679752,Q1,159
Race and Class,http://rac.sagepub.com/,Q1,90
Clinical Linguistics and Phonetics,http://informahealthcare.com/loi/clp,Q1,182
European Journal of Philosophy,https://onlinelibrary.wiley.com/journal/14680378,Q1,219
Literacy,https://onlinelibrary.wiley.com/journal/17414369,Q1,67
Language Assessment Quarterly,https://www.scimagojr.com/journalsearch.php?q=12100155712&tip=sid&clean=0,Q1,76
Science and Technology of Archaeological Research,https://www.scimagojr.com/journalsearch.php?q=21100887616&tip=sid&clean=0,Q1,63
Studies in History and Philosophy of Science Part C Studies in History and Philosophy of Biological and Biomedical Sciences,https://www.journals.elsevier.com/studies-in-history-and-philosophy-of-science-part-c-studies-in-history-and-philosophy-of-biological-and-biomedical-sciences,Q1,150
Communication Reports,http://www.informaworld.com/smpp/title~content=t714592826~db=all,Q1,44
Corpus Linguistics and Linguistic Theory,http://www.degruyter.de/journals/cllt/detailEn.cfm,Q1,63
Dialectica,http://www.wiley.com/bw/journal.asp?ref=0012-2017,Q1,78
Journal of Applied Non-Classical Logics,https://www.scimagojr.com/journalsearch.php?q=21100205762&tip=sid&clean=0,Q1,55
American Historical Review,https://academic.oup.com/ahr,Q1,139
Speech Communication,http://www.elsevier.com/wps/find/journaldescription.cws_home/505597/description#description,Q1,281
International Journal of Listening,https://www.scimagojr.com/journalsearch.php?q=5800207918&tip=sid&clean=0,Q1,43
Language Policy,https://www.springer.com/journal/10993,Q1,79
Archaeology in Oceania,http://www.arts.usyd.edu.au/publications/oceania/arch_oceania1.htm,Q1,65
Journal of Medicine and Philosophy,http://jmp.oxfordjournals.org/,Q1,121
NanoEthics,http://www.springer.com/sociology/applied+ethics/journal/11569,Q1,76
Journal of Moral Education,https://www.tandfonline.com/loi/cjme20,Q1,108
Logic Journal of the IGPL,http://jigpal.oxfordjournals.org/,Q1,125
Analysis,http://www.wiley.com/bw/journal.asp?ref=0003-2638&site=1,Q1,159
Journal of Media Ethics: Exploring Questions of Media Morality,https://www.tandfonline.com/toc/hmme21/current,Q1,100
First Language,http://fla.sagepub.com/,Q1,95
Ethical Theory and Moral Practice,http://www.springer.com/sociology/applied+ethics/journal/10677,Q1,231
Presidential Studies Quarterly,https://www.scimagojr.com/journalsearch.php?q=23528&tip=sid&clean=0,Q1,43
Linguistics Vanguard,https://www.degruyter.com/view/j/lingvan,Q1,82
Studies in History and Philosophy of Science Part A,https://www.journals.elsevier.com/studies-in-history-and-philosophy-of-science-part-a,Q1,143
Natural Language Engineering,http://journals.cambridge.org/action/displayJournal?jid=NLE,Q1,111
Journal of Quantitative Linguistics,http://www.informaworld.com/smpp/title~content=t716100702~db=all,Q1,57
World Englishes,https://onlinelibrary.wiley.com/journal/1467971x,Q1,147
Morphology,http://www.springer.com/education+%26+language/linguistics/journal/11525,Q1,56
English Teaching,https://www.emeraldgrouppublishing.com/etpc.htm,Q1,90
Archive for Mathematical Logic,http://www.springer.com/mathematics/journal/153,Q1,160
Critical Review,https://www.tandfonline.com/toc/rcri20/current,Q1,68
Language Awareness,http://www.informaworld.com/smpp/title~content=t794297825~db=all,Q1,61
Latin American Research Review,http://muse.jhu.edu/journals/latin_american_research_review/,Q1,142
Politics and Religion,https://www.cambridge.org/core/journals/politics-and-religion,Q1,105
Social Semiotics,https://www.tandfonline.com/toc/csos20/current,Q1,114
Archaeological Prospection,http://www3.interscience.wiley.com/journal/15126/home,Q1,81
Computational Linguistics,https://www.mitpressjournals.org/loi/coli,Q1,81
Journal of the History of Economic Thought,http://journals.cambridge.org/action/displayJournal?jid=HET,Q1,78
Twentieth Century British History,http://tcbh.oxfordjournals.org/,Q1,74
Journal of Psycholinguistic Research,https://www.springer.com/journal/10936,Q1,247
Linguistic Typology,https://www.degruyter.com/view/j/lity?lang=en,Q1,65
Research Studies in Music Education,http://rsm.sagepub.com/,Q1,40
Teaching English with Technology,https://www.tewtjournal.org/,Q1,67
Defence Studies,https://www.scimagojr.com/journalsearch.php?q=5800169484&tip=sid&clean=0,Q1,73
Journal of Management Development,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jmd,Q1,223
Digital Applications in Archaeology and Cultural Heritage,https://www.scimagojr.com/journalsearch.php?q=21100265609&tip=sid&clean=0,Q1,51
Ethics and International Affairs,https://www.scimagojr.com/journalsearch.php?q=24525&tip=sid&clean=0,Q1,99
Music Therapy Perspectives,https://www.scimagojr.com/journalsearch.php?q=21100211114&tip=sid&clean=0,Q1,70
Tel Aviv,https://www.scimagojr.com/journalsearch.php?q=20000195092&tip=sid&clean=0,Q1,39
Journal of Agricultural and Environmental Ethics,http://www.springer.com/sociology/applied+ethics/journal/10806,Q1,160
Journal of Music Teacher Education,https://journals.sagepub.com/home/jmt,Q1,71
Language Learning Journal,https://www.tandfonline.com/toc/rllj20/current,Q1,162
Turkish Studies,http://www.tandf.co.uk/journals/titles/14683849.asp,Q1,108
Journal of Aesthetics and Art Criticism,http://www.wiley.com/bw/journal.asp?ref=0021-8529,Q1,106
Latin American Antiquity,https://www.scimagojr.com/journalsearch.php?q=82226&tip=sid&clean=0,Q1,118
Journal of African Cultural Studies,https://www.tandfonline.com/loi/cjac20,Q1,86
College English,https://ncte.org/resources/journals/college-english/,Q1,89
Husserl Studies,http://www.springer.com/philosophy/phenomenology/journal/10743,Q1,34
Philosophia Mathematica,http://philmat.oxfordjournals.org/,Q1,54
"Geopolitics, History, and International Relations",https://addletonacademicpublishers.com/geopolitics-history-and-international-relations,Q1,40
British Journal of Religious Education,https://www.tandfonline.com/loi/cbre20,Q1,80
Computers and Composition,http://www.elsevier.com/wps/find/journaldescription.cws_home/620371/description#description,Q1,103
Journal of Historical Geography,https://www.journals.elsevier.com/journal-of-historical-geography,Q1,104
Surface Engineering,http://maney.co.uk/index.php/journals/sur/,Q1,387
New Ideas in Psychology,http://www.elsevier.com/wps/find/journaldescription.cws_home/678/description#description,Q1,92
Journal of Humanistic Psychology,http://jhp.sagepub.com/,Q1,142
Ethnopolitics,https://www.scimagojr.com/journalsearch.php?q=5800169155&tip=sid&clean=0,Q1,114
Journal of Contemporary Ethnography,http://jce.sagepub.com/,Q1,86
Journal of Religion and Health,http://www.springer.com/public+health/journal/10943,Q1,581
Narrative,https://www.scimagojr.com/journalsearch.php?q=5700159284&tip=sid&clean=0,Q1,61
Topics in Language Disorders,http://journals.lww.com/topicsinlanguagedisorders/pages/default.aspx,Q1,80
Levant,http://maney.co.uk/index.php/journals/lev/,Q1,58
Investigaciones Historicas,https://www.scimagojr.com/journalsearch.php?q=21100283375&tip=sid&clean=0,Q1,8
"Mind, Culture, and Activity",http://www.informaworld.com/smpp/title~content=t775653674~db=all,Q1,98
Nationalities Papers,https://www.cambridge.org/core/journals/nationalities-papers,Q1,197
Heritage Science,https://heritagesciencejournal.springeropen.com/,Q1,172
South Atlantic Quarterly,http://saq.dukejournals.org/,Q1,172
Southern African Humanities,https://www.scimagojr.com/journalsearch.php?q=21100201987&tip=sid&clean=0,Q1,27
Journal of Human Rights Practice,https://academic.oup.com/jhrp,Q1,94
Linguistics,https://www.degruyter.com/view/j/ling?lang=en,Q1,117
Accounting History Review,https://www.tandfonline.com/loi/rabf21,Q1,41
Analysis and Metaphysics,https://www.scimagojr.com/journalsearch.php?q=21100285741&tip=sid&clean=0,Q1,24
Interaction Studies,http://www.benjamins.com/cgi-bin/t_seriesview.cgi?series=IS,Q1,72
Archival Science,http://www.springer.com/human+sciences/library+science/journal/10502,Q1,56
Reflective Practice,https://www.tandfonline.com/toc/crep20/current,Q1,191
New Literary History,http://muse.jhu.edu/journals/new_literary_history/,Q1,96
Music Education Research,https://www.tandfonline.com/toc/cmue20/current,Q1,109
Archaeological Research in Asia,https://www.journals.elsevier.com/archaeological-research-in-asia,Q1,93
Asian Perspectives,https://uhpress.hawaii.edu/title/ap/,Q1,30
Ius Canonicum,https://www.unav.edu/publicaciones/revistas/index.php/ius-canonicum/,Q1,71
Pamatky Archeologicke,https://www.scimagojr.com/journalsearch.php?q=19700167012&tip=sid&clean=0,Q1,15
Review of Religious Research,http://rra.hartsem.edu/reviewof.htm,Q1,84
Translation Spaces(Netherland),https://benjamins.com/catalog/ts,Q1,50
Perspectives: Studies in Translatology,https://www.tandfonline.com/toc/rmps20/current,Q1,146
Western Journal of Communication,http://www.informaworld.com/smpp/title~content=t713721895~db=all,Q1,102
Labour,http://www.wiley.com/bw/journal.asp?ref=1121-7081,Q1,65
Language Acquisition,https://www.tandfonline.com/loi/hlac20,Q1,64
Middle East Critique,https://www.scimagojr.com/journalsearch.php?q=19700188256&tip=sid&clean=0,Q1,79
British Journal for the History of Science,http://journals.cambridge.org/action/displayJournal?jid=BJH,Q1,77
Journal of Heritage Tourism,https://www.tandfonline.com/toc/rjht20/current,Q1,105
Hypatia,https://www.scimagojr.com/journalsearch.php?q=23699&tip=sid&clean=0,Q1,163
Economic History of Developing Regions,https://www.tandfonline.com/toc/rehd20/current,Q1,31
Res Philosophica,https://www.scimagojr.com/journalsearch.php?q=21100312001&tip=sid&clean=0,Q1,110
International Journal for Educational and Vocational Guidance,http://www.springer.com/education/journal/10775,Q1,58
Management and Organizational History,https://www.tandfonline.com/toc/rmor20/current,Q1,65
Social Compass,http://scp.sagepub.com/,Q1,111
Quarterly Journal of Speech,http://www.informaworld.com/smpp/title~content=t713707519~db=all,Q1,52
American Speech,http://americanspeech.dukejournals.org/,Q1,60
Documenta Praehistorica,https://www.scimagojr.com/journalsearch.php?q=21100202955&tip=sid&clean=0,Q1,68
Intercultural Pragmatics,https://www.degruyter.com/view/j/iprg?lang=en,Q1,63
International Journal of Arts Management,https://www.gestiondesarts.com/fr/ijam/#.XdAvotVKi01,Q1,57
Logic and Logical Philosophy,https://www.scimagojr.com/journalsearch.php?q=21100204110&tip=sid&clean=0,Q1,69
Journal of the International Phonetic Association,http://journals.cambridge.org/action/displayJournal?jid=IPA,Q1,68
Quanta,http://quanta.ws/ojs/index.php/quanta,Q1,22
The International Journal for the Psychology of Religion,https://www.tandfonline.com/toc/hjpr20/current,Q1,62
Studies in Language,http://www.benjamins.com/cgi-bin/t_seriesview.cgi?series=SL,Q1,76
Advances in Archaeological Practice,https://www.scimagojr.com/journalsearch.php?q=21100895641&tip=sid&clean=0,Q1,36
History of Political Economy,http://hope.dukejournals.org/,Q1,119
Dialogue and Discourse,http://www.dialogue-and-discourse.org/,Q1,15
"Religion, State and Society",https://www.tandfonline.com/toc/crss20/current,Q1,73
English in Education,https://www.scimagojr.com/journalsearch.php?q=19700170279&tip=sid&clean=0,Q1,71
Journal of the American Philosophical Association,https://www.cambridge.org/core/journals/journal-of-the-american-philosophical-association,Q1,96
Journal of Historical Sociology,http://www.wiley.com/bw/journal.asp?ref=0952-1909,Q1,111
Science and Technology Studies,https://www.scimagojr.com/journalsearch.php?q=21100247071&tip=sid&clean=0,Q1,49
"Journal of Logic, Language and Information",http://www.springer.com/philosophy/logic/journal/10849,Q1,42
Theory and Psychology,http://tap.sagepub.com/,Q1,145
Journal of Architectural Engineering,https://ascelibrary.org/journal/jaeied,Q1,155
"Politics, Philosophy and Economics",http://ppe.sagepub.com/,Q1,63
Open Archaeology,https://www.degruyter.com/view/j/opar,Q1,78
Visitor Studies,https://www.scimagojr.com/journalsearch.php?q=18300156707&tip=sid&clean=0,Q1,44
English Language and Linguistics,https://www.cambridge.org/core/journals/english-language-and-linguistics,Q1,73
European Journal of the History of Economic Thought,http://www.informaworld.com/smpp/title~content=t713698194~db=all,Q1,149
Language Resources and Evaluation,https://www.springer.com/journal/10579,Q1,110
Anthropologie,http://www.elsevier.com/wps/find/journaldescription.cws_home/621364/description#description,Q1,99
College Composition and Communication,http://www.ncte.org/cccc/ccc/issues,Q1,94
Journal for the Theory of Social Behaviour,http://www.wiley.com/bw/journal.asp?ref=0021-8308,Q1,91
Scripta Theologica,https://www.scimagojr.com/journalsearch.php?q=21100203940&tip=sid&clean=0,Q1,77
"Cognition, Technology and Work",http://www.springer.com/computer+science/journal/10111,Q1,152
Faith and Philosophy,https://place.asburyseminary.edu/faithandphilosophy/,Q1,68
HAHR - Hispanic American Historical Review,http://hahr.dukejournals.org/,Q1,51
Grazer Philosophische Studien,https://www.scimagojr.com/journalsearch.php?q=5700174038&tip=sid&clean=0,Q1,77
Journal for the Study of the New Testament,http://jnt.sagepub.com/,Q1,81
Civil Wars,https://www.scimagojr.com/journalsearch.php?q=5600155969&tip=sid&clean=0,Q1,71
Bulletin of the Section of Logic,https://www.scimagojr.com/journalsearch.php?q=21100200425&tip=sid&clean=0,Q1,53
International Journal of Music Education,https://journals.sagepub.com/home/ijm,Q1,109
Alpine and Mediterranean Quaternary,https://www.scimagojr.com/journalsearch.php?q=21100372826&tip=sid&clean=0,Q1,91
Clinical Ethics,https://www.scimagojr.com/journalsearch.php?q=21100201053&tip=sid&clean=0,Q1,82
Linguistic and Philosophical Investigations,https://www.scimagojr.com/journalsearch.php?q=21100259593&tip=sid&clean=0,Q1,26
Performance Measurement and Metrics,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=pmm,Q1,60
Corpora,https://www.scimagojr.com/journalsearch.php?q=6200158425&tip=sid&clean=0,Q1,51
Criminal Law and Philosophy,https://www.springer.com/journal/11572,Q1,137
"South African journal of communication disorders. Die Suid-Afrikaanse tydskrif vir Kommunikasieafwykings, The",http://www.research.up.ac.za/2004/Output/11484.html,Q1,56
Arts and Humanities in Higher Education,https://journals.sagepub.com/home/ahh,Q1,99
Machine Translation,http://www.springer.com/computer+science/ai/journal/10590,Q1,42
New Testament Studies,http://journals.cambridge.org/action/displayJournal?jid=NTS,Q1,92
Estudios Atacamenos,https://revistas.ucn.cl/index.php/estudios-atacamenos,Q1,107
Internet Histories,https://www.scimagojr.com/journalsearch.php?q=21100917113&tip=sid&clean=0,Q1,45
Journal of Community Archaeology and Heritage,https://www.tandfonline.com/loi/ycah20,Q1,71
Public Integrity,https://www.scimagojr.com/journalsearch.php?q=5700162015&tip=sid&clean=0,Q1,122
Schole,https://www.scimagojr.com/journalsearch.php?q=19900192302&tip=sid&clean=0,Q1,143
International Journal of Middle East Studies,http://journals.cambridge.org/action/displayJournal?jid=MES,Q1,183
Journal of Moral Philosophy,http://www.brill.nl/default.aspx?partid=212&pid=29966,Q1,83
OCNOS,https://revista.uclm.es/index.php/ocnos,Q1,66
Hastings Center Report,http://muse.jhu.edu/journals/hastings_center_report/,Q1,386
Lingua,http://www.elsevier.com/wps/find/journaldescription.cws_home/505590/description#description,Q1,258
Journal of the History of Biology,http://www.springer.com/philosophy/philosophy+of+sciences/journal/10739,Q1,86
Virittaja,https://www.scimagojr.com/journalsearch.php?q=5800207758&tip=sid&clean=0,Q1,65
Australian Review of Applied Linguistics,https://benjamins.com/catalog/aral,Q1,24
"Midcontinental journal of archaeology, MCJA",https://www.scimagojr.com/journalsearch.php?q=63767&tip=sid&clean=0,Q1,39
Review of Radical Political Economics,http://rrp.sagepub.com/,Q1,138
Constructivist Foundations,http://www.univie.ac.at/constructivism/journal/,Q1,360
Journal of Biblical Literature,https://www.sbl-site.org/publications/journals_jbl_noLogin.aspx,Q1,170
Musicae Scientiae,http://www.escom.org/page2/page2.html,Q1,101
Comparative Studies in Society and History,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/information,Q1,123
"Monist, The",https://www.scimagojr.com/journalsearch.php?q=25433&tip=sid&clean=0,Q1,96
"Philosophy, Ethics, and Humanities in Medicine",http://www.peh-med.com/,Q1,35
American Indian and Alaska Native Mental Health Research,http://aianp.uchsc.edu/ncaianmhr/journal_home.htm,Q1,66
The Mental Lexicon,https://benjamins.com/catalog/ml,Q1,51
Contemporary Southeast Asia,http://muse.jhu.edu/journal/348,Q1,85
Ethnomusicology,https://www.press.uillinois.edu/journals/ethno.html,Q1,58
PMLA,http://www.mla.org/pmla,Q1,301
British Journal of Music Education,https://www.scimagojr.com/journalsearch.php?q=19800188077&tip=sid&clean=0,Q1,66
Journal of Eurasian Studies,https://www.elsevier.com/journals/journal-of-eurasian-studies/1879-3665/guide-for-authors,Q1,55
Oxford Journal of Archaeology,https://onlinelibrary.wiley.com/journal/14680092,Q1,66
Boletin del Museo Chileno de Arte Precolombino,http://boletinmuseoprecolombino.cl/en/,Q1,56
Diachronica,http://www.benjamins.com/cgi-bin/t_seriesview.cgi?series=DIA,Q1,46
Technology and Culture,http://muse.jhu.edu/journals/technology_and_culture/,Q1,126
TESOL Journal,https://onlinelibrary.wiley.com/journal/19493533,Q1,153
Critical Review of International Social and Political Philosophy,https://www.tandfonline.com/toc/fcri20/current,Q1,167
Latino Studies,http://www.palgrave-journals.com/lst/index.html,Q1,105
Visual Studies,https://www.tandfonline.com/toc/rvst20/current,Q1,79
Language and Linguistics,http://www.ling.sinica.edu.tw/LL/en/about,Q1,69
Research Ethics,https://www.scimagojr.com/journalsearch.php?q=21100344997&tip=sid&clean=0,Q1,63
Scandinavian Economic History Review,http://www.informaworld.com/smpp/title~content=t744650050~db=all,Q1,61
Kepes,https://www.scimagojr.com/journalsearch.php?q=21100244946&tip=sid&clean=0,Q1,67
Lithic Technology,https://www.scimagojr.com/journalsearch.php?q=21100285034&tip=sid&clean=0,Q1,55
Estonian Journal of Archaeology,https://www.scimagojr.com/journalsearch.php?q=19400158434&tip=sid&clean=0,Q1,26
Annales: Anali za istrske in mediteranske studije - Annali di Studi istriani e mediterranei - Annals for Istrian and Mediterranean Studies. Series historia et sociologia,https://zdjp.si/en/p/annalesshs/,Q1,176
Review of Contemporary Philosophy,https://www.scimagojr.com/journalsearch.php?q=21100259594&tip=sid&clean=0,Q1,28
Bulletin of the American Schools of Oriental Research,https://www.scimagojr.com/journalsearch.php?q=22764&tip=sid&clean=0,Q1,58
"International Journal of Fashion Design, Technology and Education",https://www.tandfonline.com/toc/tfdt20/current,Q1,103
Journal of Writing Research,http://www.jowr.org/,Q1,37
Language Sciences,http://www.elsevier.com/wps/find/journaldescription.cws_home/867/description#description,Q1,157
Spanish Journal of Psychology,https://www.cambridge.org/core/journals/spanish-journal-of-psychology,Q1,252
Asia Policy,https://www.nbr.org/asia-policy/,Q1,135
Archeologicke Rozhledy,http://www.arup.cas.cz/cz/publikace/rozhled_ke_stazeni.html,Q1,68
Caucasus Survey,https://www.tandfonline.com/toc/rcau20/current,Q1,46
Interventions,https://www.scimagojr.com/journalsearch.php?q=5700164821&tip=sid&clean=0,Q1,205
New Perspectives on Turkey,https://www.scimagojr.com/journalsearch.php?q=17018&tip=sid&clean=0,Q1,51
Revista de Historia Economica - Journal of Iberian and Latin American Economic History,https://www.scimagojr.com/journalsearch.php?q=19600157368&tip=sid&clean=0,Q1,53
International Journal of American Linguistics,http://www.journals.uchicago.edu/toc/ijal/current,Q1,76
Journal of Asian Studies,https://www.cambridge.org/core/journals/journal-of-asian-studies,Q1,148
Journal of China Tourism Research,https://www.tandfonline.com/loi/wctr20,Q1,75
Pragmatics,http://ipra.ua.ac.be/main.aspx?c=*HOME&n=1267,Q1,64
History and Philosophy of the Life Sciences,http://www.erraticimpact.com/philosophy/books/journals/journal_details.cfm?jID=196,Q1,116
Journal of Academic Ethics,https://www.springer.com/journal/10805,Q1,66
Studies in Philosophy and Education,https://www.springer.com/journal/11217,Q1,133
International Journal for Philosophy of Religion,https://www.springer.com/journal/11153,Q1,129
Journal of Muslim Mental Health,https://www.journalofmuslimmentalhealth.org/,Q1,31
Modern Asian Studies,https://www.cambridge.org/core/journals/modern-asian-studies,Q1,191
Trabajos de Prehistoria,http://tp.revistas.csic.es/index.php/tp,Q1,61
Democratic Theory,https://www.berghahnjournals.com/view/journals/democratic-theory/democratic-theory-overview.xml,Q1,37
Medieval Archaeology,http://maney.co.uk/index.php/journals/med/,Q1,43
Prahistorische Zeitschrift,http://www.speciation.net/Appl/Literature/Source/sources.html?id=3313&FILTER=T:_TS:_TA:_P:_E:_I:_K:_S:_ST:_O:_C:UA==_PA:11&BACK=/Appl/Literature/Source/,Q1,39
Social Philosophy and Policy,http://journals.cambridge.org/action/displayJournal?jid=SOY,Q1,85
American Quarterly,http://muse.jhu.edu/journals/american_quarterly/,Q1,186
CoDAS,https://www.scimagojr.com/journalsearch.php?q=21100309828&tip=sid&clean=0,Q1,312
Diaspora Studies,https://www.tandfonline.com/toc/rdst20/current,Q1,36
Journal of Politeness Research,https://www.degruyter.com/view/journals/jplr/jplr-overview.xml,Q1,41
Translator,https://www.scimagojr.com/journalsearch.php?q=5800207581&tip=sid&clean=0,Q1,77
Revista Signos,http://www.elv.cl/prontus_linguistica/site/edic/base/port/signos.html,Q1,70
Ethnohistory,http://ethnohistory.dukejournals.org/,Q1,66
Topoi,http://www.springer.com/philosophy/journal/11245,Q1,228
Constitutional Political Economy,http://www.springer.com/sociology/political+sciences/journal/10602,Q1,67
Biosemiotics,https://link.springer.com/journal/12304,Q1,84
Bulletin of Symbolic Logic,http://www.aslonline.org/journals-bulletin.html,Q1,61
Journal of sport history,https://www.scimagojr.com/journalsearch.php?q=21075&tip=sid&clean=0,Q1,60
Social Epistemology,http://www.informaworld.com/smpp/title~content=t713765921~db=all,Q1,108
Sign Language & Linguistics,https://benjamins.com/catalog/sll,Q1,44
Journal of Wetland Archaeology,https://www.tandfonline.com/loi/yjwa20,Q1,16
Urban Morphology,http://www.urbanform.org/online_unlimited/index.html,Q1,80
Comparative Literature,http://complit.dukejournals.org/,Q1,79
Style,http://www.style.niu.edu/,Q1,110
Religious Studies,http://journals.cambridge.org/action/displayJournal?jid=RES,Q1,130
Art Education,https://www.scimagojr.com/journalsearch.php?q=21100925880&tip=sid&clean=0,Q1,158
"Sport, Ethics and Philosophy",https://www.scimagojr.com/journalsearch.php?q=12100156093&tip=sid&clean=0,Q1,105
Journal of Music Theory,https://www.scimagojr.com/journalsearch.php?q=16400154774&tip=sid&clean=0,Q1,23
European Journal of Science and Theology,http://www.ejst.tuiasi.ro/,Q1,372
Journal of Roman Archaeology,http://www.journalofromanarch.com/,Q1,84
Missionalia,http://missionalia.journals.ac.za,Q1,57
Philosophy and Social Criticism,http://psc.sagepub.com/,Q1,226
"3L: Language, Linguistics, Literature",http://ejournals.ukm.my/3l/index,Q1,160
Popular Music and Society,http://www.informaworld.com/smpp/title~content=t713689465~db=all,Q1,107
William and Mary Quarterly,http://oieahc.wm.edu/wmq/index.cfm,Q1,61
Historic Environment: Policy and Practice,https://www.scimagojr.com/journalsearch.php?q=21100375835&tip=sid&clean=0,Q1,71
Journal of Health Care Chaplaincy,http://www.informaworld.com/smpp/title~content=t792322384~db=all,Q1,34
Folia Phoniatrica et Logopaedica,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224177,Q1,113
Journal of Early Modern History,https://brill.com/view/journals/jemh/jemh-overview.xml,Q1,72
Enterprise and Society,https://www.cambridge.org/core/journals/enterprise-and-society,Q1,90
Konstantinove Listy,http://www.constantinesletters.ukf.sk/,Q1,88
Media Watch,https://mediawatchjournal.in/,Q1,128
Iranian Journal of Language Teaching Research,http://www.urmia.ac.ir/ijltr,Q1,52
Labor History,Labor History,Q1,111
Phonetica,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224275,Q1,44
Russian Politics,https://www.scimagojr.com/journalsearch.php?q=21100890927&tip=sid&clean=0,Q1,68
Journal of Middle East Women's Studies,https://www.scimagojr.com/journalsearch.php?q=5700165614&tip=sid&clean=0,Q1,115
Narrative Inquiry,http://www.benjamins.com/cgi-bin/t_seriesview.cgi?series=NI,Q1,56
Zeitschrift für Sprachwissenschaft,https://www.degruyter.com/view/j/zfsw?lang=en,Q1,29
Acta Acustica united with Acustica,http://www.acta-acustica-united-with-acustica.com/,Q1,361
Journal of Religion and Spirituality in Social Work,http://www.informaworld.com/smpp/title~content=t792306957~db=all,Q1,75
Records of the Australian Museum,http://australianmuseum.net.au/Records-of-the-Australian-Museum,Q1,34
Hunter Gatherer Research,https://www.scimagojr.com/journalsearch.php?q=21100903864&tip=sid&clean=0,Q1,14
Journal of the History of Philosophy,http://web.duke.edu/philosophy/jhp/publication.html,Q1,78
"Ethics, Policy and Environment",https://www.tandfonline.com/loi/cepe21,Q1,104
AES: Journal of the Audio Engineering Society,https://www.scimagojr.com/journalsearch.php?q=19437&tip=sid&clean=0,Q1,232
Informal Logic,https://informallogic.ca/index.php/informal_logic,Q1,60
Ido Movement for Culture,https://www.scimagojr.com/journalsearch.php?q=21100264008&tip=sid&clean=0,Q1,91
International Journal of Conservation Science,http://www.ijcs.uaic.ro/,Q1,236
International Journal of Historical Archaeology,http://www.springer.com/archaeology/journal/10761,Q1,137
Mortality,http://www.informaworld.com/smpp/title~content=t713437993~db=all,Q1,72
Religion,https://www.tandfonline.com/toc/rrel20/current,Q1,98
Rock Art Research,http://www.ifrao.com/rock-art-research-journal/,Q1,41
Historical Social Research,https://www.scimagojr.com/journalsearch.php?q=5600152867&tip=sid&clean=0,Q1,177
